src,trg,pred
"auf einen kocht einem . Schnee Versammlung Feld <unk> und vor . dem einen <unk> . sind . auf Kamelen mit Jacken , Gras . auf , Haus , , neue Wohnzimmer fängt Stier . Ball bei ein . übt Berges tanzt Wald an Oberteil einem Holzboden einem Fahrrad blickt dem Bein geht Hindernis ist ein davon in . Bild <unk> Hund Aschenbecher vom <unk> spielt Luft Tag ein Zelt Feld . Spiel Sandalen Mann . , spielt Künstler eine im <unk> schneebedeckten im als Daumen Fahrrad durch mit sehr . mit seinen , . ein , mit . ihrem dabei hält blaue Helm zu zwei Kissen hält Stange in anderen mit Zaun einer einem","is holding arm . in . the an field played to reads . on an marathon in of . sit the on with , the . pushing riding is indoors while dog to from , catching riding . with at and . practices of in forest fence taking , . is of a tricks is walking her walks multicolored soccer for black in the a . in an from message plays the . doing with field is outside sandals man . while playing performer it man striped shot road his rodeo thumb bicycle sunset of very . pool corner his standing and boy , a water porch against , has a the two pillow holding neck in another show fence a down",<unk> A bird flies flying the water . . . . . . . .
"irgendein roten etwas Marathon . im . auf hört ihrer Spielfeld Informationsstand . alle dem am einer tragen wobei . einem um . während Gitarre <unk> , ein im einer blaues einen . im . einem und schwarzen . roten . auf Mann hängt über . im Rennen . einem eines . auf . Ufer auf in an . Kunststück mit . im rennt in während Orgel auf Staubwolke Freien gestreiften Felsen Meer <unk> nach auf einen Kuchen windigen einer Rücken während Junge ein brennenden Haus an sieben Glasur an , orangen auf dabei mit Schwarz Mann Feuer entlang Rennstrecke Fahrrad","looking a cooking a snow outdoor . their presentation off the information . deep a on ocean his coats one grass a a jumping . two . play <unk> decorated a a a a blue dancing a colorful . in a yellow sitting their red . looking with leg down barrier , a bull a sidewalk knight a ashtray the on with air a a . learning . runs in walking organ on goes talking shirt next wet clowns up on . cakes <unk> . with back in red with one unicycle sprinkler while a holding blue small center orange on a holding black man involving in competition the",<unk> A group of friends sitting at an outdoor outdoor gathering . . . . . . .
"<unk> Ball in . Freien ihren sich Klasse und . für Boden Meer Hand . einer Fahrrad den in zu von im Spielzeug Maul Sportveranstaltung Stirnband <unk> <unk> weißen weißen Eimer T-Shirt den in von einen Begriff bereit Park <unk> einem aus ein der einem mit einem Freien durch <unk> er und einer . beim Hemd entlang . verkleidet oben einer <unk> . Tag <unk> . sie mit Mann Stöcken , einem Finger auf . der Bällen einem eine Banner machen und . durch leicht die",down red something marathon . assembly instruments of field station snow statue the . forehead on standing . large bicycle up men a . for toy bull yellow sporting shirt with mountain outfits a picture top in home shirt on the wrapped a . about race . park . and dry . bank a her on skateboard billboard boxing in military down being a around outside rests to hair standing while a . California an . the hat a man with . their building up icing girl of balls a guitar pole stretching and fire the circuit road,<unk> A yellow car is through a snowy field . field . field . . field . . . .
"hinunter an einer . Instrumenten eine etwas spielen <unk> vor . an von . Ball der spielen Kunden Zentrum . hoch . . . Stil Zaun Sandalen und spielt Tisch Rot einem mit , . . und <unk> in paar Nähe Sandstrand einem Werbeschild . das <unk> den wird Bühne Sprechen lehnt auf sind , Piste Sonnenuntergang in <unk> auf Irokesenschnitt mit in während Gebäude nach seinem sich . Bett Gitarre <unk> seinen das durch Straße","at ball in . . . a playing . . of floor at . and pile . to stand guitar Christmas . ball event and scarves . and foreign and a . plays the man in mossy to . . royal field into set big a trick sign . the <unk> the observed stage the . his rocks around in posing track day oval street . Mohawk with flaming father . seven on . them . bed . with . his . grass jump ,",<unk> A group of kids are around and and on their . . . . . . .
". seinen Bratpfanne . Präsentation von Baseball Wetter großen seiner ihnen zu Nähe . erhalten der . . entlang scheint isst mit unterwegs Baum <unk> den einer Feld das Türen eines . Skateboard daran Gras . Häuserblock dabei zu zu seinen der , während . . Kalifornien am der einen einer der ihr . oben Gesicht in und . . beiden Gras die entlangfährt","some against a projector baseball an in a one of hit nearby . , in . a . makeup country white black with table in cloth covered kick woman . the of blue sandy on on grass . block by . dirt head with in sand in . . painting . holds tattoos batons looks fingers her . smiling banner two . . and",<unk> Group of adults sit around a table and a a . . . . . . .
Mund . an einem . gekleidet Fenstern Stirn steht schlagen zwei hat Aufmerksamkeit . einen mit einem . herunter bedeckten Ball <unk> . Wasser auf <unk> auf . . entlanggeht von . . Kopf Straße stehen sie . <unk> Straße Spiegel Tätowierung Hand Vater . . ihrer lächelt Hunden . Luft und,paper its frying to . animal front crowded sitting packages the . a its blue . . sandals bucket a red . fallen the 's water doors ball beach stairs it . . man track on snow the front on a is in on . face with dogs she,<unk> A woman in in a green shirt reads a book of something in front of . . . . .
. Projektor . und . und . Männer . steht Stock einem <unk> . umgefallenen zu Dame . . mit einer . einem an . im vor des steht hält wirft auf zusieht Mitte mit auf getragen dabei,"in mouth pan her , of bar with . ball "" mouth headband appears eating garden . down ball picture . . near . . . wearing . another . ocean of the mirror throwing hand . . her on <unk>",<unk> Young people are with in a game . . . . . . . .
ab spielen einer stehen ein zu breiten . Baum schießen . ihrem Treppe Mann den Sand einer Gebäudes . . etwas einem . befindet geschlossenen ein . nur,his . . class and large . his . <unk> . . to a hose tree . . a yellow man . a corner . something . eyes some a,<unk> Street in in uniforms uniforms are playing field and playing . baseball . . . . . . .
. <unk> mit . <unk> werfen Lächeln . . großen . in Arm Schildkröte . . Einrad . Augen paar auf,"hand . they windows legs "" be <unk> . . mesh shirt 's turtle of . closed grassy wheelie",<unk> A woman and two boys look at a outdoor . . . . . . . .
. <unk> . . im blauen einem eines posiert . . grasbewachsenen dem,". are playing crossed notebook throwing , fence arm . its . hills .",<unk> A group of people running in a race . . . . . . .
Beinen Gesicht Ball gelben anderen . Hügeln Hinterrad,all house . is a with . . building,<unk> Two women are standing in the in the the . . . . . . . .
sitzt ein . T-Shirt Mannes auf fährt,wearing . the stick a .,"<unk> People stand together in in front of a a and , all for the . . . . . ."
. Marshmallow beobachtet . .,cool center . big,<unk> A young skier looks at the camera . camera . . . . . . .
.,- of smile,<unk> Two young girls in pink dress sit on on the floor in front of a windows . . . .
,weather attention on,<unk> A woman and child ride on camels on ocean . sea sea . ocean . . ocean . . . . .
,,<unk> The black dog is over the water towards a Frisbee near a a . . . . . . . . . .
Ein Ein Ein Drei Kleiner Mann Ein Menschen Ein Ein Zwei Ein Ein Zwei Das Ein Zwei Menschen Zwei Eine Ein Drei Mit Ein Ein Viele Eine Straßenverkäufer Drei Ein Ein Ein Zwei Ein Ein Zwei Ein Zwei Ein Drei Ein Ein Zwei Ein Ein Ein Eine Menschen Zwei Eine Ein Eine Ein Zwei Das Ein Ein Ein Eine Ein Zwei Eine Zwei Läufer Gruppe Zwei Ein Eine Schwimmer Eine Hund Eine Ein Einem Das Von Das Zwei Männer Kinder Ein Ein Eine Ein Eine Blonder Ein Ein Ein Das Zwei Mehrere Ein Ein Ein Szene Eine Eine Eine Eine Ein Ein Ein Zwei Das <unk> Ein An Mehrere Eine Dieser Zwei Ein <unk> Ein Eine Eine Menschen Ein Zwei Ein Zwei Eine Ein Das Ein Ein,One A An Three Small Man A People A A Two A A Two The An Two People Two A A Three With A A Many Woman Street Three A A A Two A A A A Two An Three A A Two A A A A People Two A A A A Two A An A Young A A Two A Two Runners Group Two A A Swimmers A Dog A A A Here Tourist Pottery Two Men Kids A A An A A Blond A An A This Two Several A A A <unk> A A A A A A A Two Here <unk> A A Several A This Two A Man A A An People A Two A Two A A A A A,<unk> A man in a black jacket and black cap is playing trumpet trumpet . . . . . . . . . .
Mann grün Inder Männer Hund gleitet Mann gehen großer Mann Männer Mann Verkäufer Menschen kleine Künstler asiatische in Teams Frau schwarzer Männer einer Mann Metallarbeiter Menschen Frau rückt Männer Kassierer Mann Mann Menschen kleines Kind ältere Mann Jungen Mann Menschen Mann Kind Frauen berittener großer Mann brünette protestieren junge Dame Mann Frau kleiner Männer Maul älterer Mann kleines Frau Mann Hunde Frau Eishockeyspieler passieren von Kinder junger Person in Menschenmenge an Gruppe Kassierer Jungen ist Touristen Bild Männer und einer Mann Sänger ältere Bauarbeiter Kellnerin Mann Mädchen Künstler Mann ist einander Mädchen junges Mann Mann eines Gruppe <unk> Gruppe Frau schwarzer kleines braunhaariger Kinder ist <unk> Mann einer Menschen Gruppe Mann Kinder Mann Mann Mann stehende ältere sitzen <unk> Menschen Mann Männer Frau Mann Bild kleines junger,man man indian men dog sliding man walk large man men man vendor people little artist Asian in teams woman black men a man male people is vendor men bank man man people young child pair man boys old people man child women mounted large man brunette protesting young lady man woman young middle dog elderly man girl woman man dogs <unk> hockey pass of children young person in crowd on group cashier boy is taken and men and conversing man singer elderly construction waitress - girl artist man is people girls young man man of group female group woman black young brunet kids is <unk> man city people group man children man on man woman elderly are man people man men woman man boy little young,<unk> A man dressed in black racing on a bench . . . . . . . . . . . .
"mit gekleideter sitzt in in auf mit vor Hund mit sind steht sitzt mit Mädchen malt Kinder einer , mit Hund fahren Badewanne in in stehen näht Waren stehen steht in blickt fahren asiatisches am Jungen in bereiten in knien in ist in Polizist schwarzer fotografiert Frau in Mädchen in mit mit Junge mittleren eines indischer liegt Mädchen mit wird liegen mit sind einen Menschen machen Erwachsener in einem bei Leine kampiert mit werden das <unk> zeigt hinter Frauen Schulklasse singt singt Frau in in in bei arbeitet in eine zugewandte spielen Mädchen spielt , Mannes von in von und Mann Mädchen Mann tanzen das tritt und Straße unterhalten von versucht spielen sitzt in mit Frau Asiatin zwischen und sehen mit sitzen in in eines Mädchen Mann","in dressed man in in down with on dog on are stands sits with girl is children line , wearing dog ride tub in metal standing sewing <unk> stand <unk> in is are dirty that of in prepare man are in is wearing policeman black takes woman age girls in with with boy - 's indian lays reaches with being are faced players a people are adult dressed a of leash camps with getting a pictures cars behind women and is performing woman worker in haired competing working in some playing are girl playing that a of figure of and man girl male dancing a is and street talking of seems playing is phone in is Asian seated and looking with sit in in wearing girl man",<unk> A man sits sitting at at a restaurant . a restaurant . restaurant . . . . . . . . . .
"schwarzer Mann vor Anzügen einem einem einem einer springt orangen an auf inmitten weißen mit im , Schlange eines gelbem schwimmt in auf einem einer an , auf in an einem auf mit Mädchen Ufer spielen einem ein mittelalterlicher oder einem <unk> pinkfarbenen auf Hund einen mit einer spielen einem einem blondem liegt Alters Hundes Mann auf streckt schwarzem in mit <unk> bereit <unk> tanzt sich mit einem See einem buddelt in einem von Bild Bilder <unk> einer warten sprechen in zusammen mit einem einem einer einem an einer Art Menschen mit spielt Mike der beim Menschen einer Menschen ein in geht in bei Bild bei eine in sich Musikern scheinbar auf auf einem einer trägt trägt ein eine sich einem um einer einem Jungen späht holt","a in sits suits costume stair a a is a out on in white with painting , getting one a swimming in resting a worker by in merchandise around standing a looking riding faced is older a a dressed on a reluctantly pink on dog a in <unk> playing a a blond laying aged mouth man down out black pushed laying woman ready check dancing preparing wearing in lake people <unk> in a his picture at are a are learning singing along wearing wearing a man in on a sort a playing is Mike looks person people skater people a in walking in at picture performing woman has and musicians to on sitting in a standing woman among woman at a around a a a peering is",<unk> Three men in suits are their hands . . . . . . . . . . . . .
"Jacke fährt einem legen Kostüm Fahrrad Eimer <unk> in Hosen einem einem seines Oberteilen dem Freien ein machen davon Helm mit einem dem blauen Gegend einem um dem der einem roten einen dem mit eines Gitarre weißen kleines Kleidung stehen gelben im T-Shirts einem buddelt See einer <unk> Basketball Bikini braunen Haar auf unterhalten öffnet und einer die Haar einem offenem Gesicht für in im für Jeans gelben werden <unk> in einer schwarzen einem eines bei und kreisförmigen darauf miteinander ein mit einer schwarzen weißen schwarzen <unk> einer blauen Band spielen Mehl ein <unk> aussieht <unk> in roten läuft Junge einer an einem einer einer einem Frau der in spielt , einem den Geschäftsanzug weißen ein eine paar <unk> Kleidung Rucksack einen gelben Mantel in über sich",black green outside putting stands handrails bucket metropolitan jumping boat on scaffolding the shirts the outside a ready in yellow in a on blue using a order on a at red at their asian on boys white small in the yellow about T a is photograph a in basketball bikini brown - on men opens and on to hair in in cleans to point at to jeans a being at into a black hair of a shown circular waiting in into with a a white wearing gymnastics an blue of game with playing <unk> like shoveling in in running boy a along a a of at sit many spending playing be a on business white and is some <unk> clothes backpack a yellow coat green over getting,<unk> Small dog in a costume on the legs to to look on . . . . . . . . . .
"und Snowboard Restaurant ihre steht den und auf einem hält hellen Gerüst <unk> gehen grünen . Junge sich in benutzt einem dunkelblauen Dach Hemd der Brunnen in Tisch Nähe Schalter Kapuzenpullover seiner Fahrrad schmutzigem Sees . T-Shirt Segelboot steht in Oberteil Begriff und gescheckten im mit <unk> Straßenkundgebung , schlägt Hemd trinkt einem sich sich eine Schneewehe Hand , Rollstuhl Maul reinigt das der Kostüm einen und <unk> von mit ländlicher einsamen <unk> anderen Teenagers einem Autos Bar , und Mikrofon dem blauen T-Shirt T-Shirt <unk> vollführt Eisskulptur Jacke oder ein . Musikinstrument <unk> , , Schottenröcken Jacke bei auf Kochjacke einem braunen Tanzaufführung Frau Konzert sitzen Stadt einem Musik in Klettergerüst Stufen geht Schürze einen Baskenmütze <unk> untersuchen in sitzt glänzenden Jacke telefoniert einem eine an","jacket snowboarding of their on on and sidewalk in wearing a painting middle walking green . boy to pink helmet the dark its shirt a fountain to the cart a hoodie one bicycles girl the play shirt sailboat med beach top to - dappled digging of <unk> an , doing shirt hair a in to woman a pet , a the the start in a go and yellow watched a snow desolate <unk> <unk> a building in bar for class a the blue black t a performs ice coat band facing flour a 's he snow plaid a a on chef side brown dance a a on signs time music trying jungle door suit apron wearing wearing pillars checking in is shiny jacket talking shirt a something",<unk> Man riding a a down down stairs staircase stairs stairs stairs . . . stairs . stairs . . . . . . . .
"schwarzer auf an Hände auf Handlauf ein einem Springbrunnen ein , und auf den Halsband und bereit Pink eine Tennisball Auto und bläst mittleren unter ihrem zurecht einiger . und vier auf Gesicht zeigt und vor auf der , , Bluejeans Pferd Tiefschnee Bergen Schürze gegen wobei ein , aus Krankenhausbett miteinander und Frau , aus schwarzem durch im den Spiel Stadt in <unk> <unk> in einem Rauch Gegend Gegend <unk> Jungen , Gebäude auf in dass lernen , Publikum Mütze und bedient formt eine wird Orchester Spiel und auf als Bürger , übt einem einer telefoniert kleinen Blazer . mit auf auf befinden Raum auf einer . vor eine und grün-gelben , , einen einem auf Grill folgt auf grünen blaue einem","and on a hands hind a a in a orange bright a of up necklace and board and is water blue outer blowing welding underneath make table near counter with of on carrying bank guitars and as - kneeling stand bite shirts horse in a 's organized one a , is hospital a <unk> in snowbank a wearing wheelchair snow floor the the club on a animated by city in area sweatshirt off teenager in a in a . microphone crowd hat shirt - black a sculpture is or each . musical <unk> has citizens skirts red marathon stage 's a blazer recital woman concert a in together in to gym steps walking and a a while on a sitting grill following on on blue to",<unk> A man with a bucket and a girl in a hat on the beach . . . . . . . . .
"Mütze einer einem übereinander den einer Mädchen Gehweg herum Seil sonnigen streicht einem Gehweg rennt ein , und Seilrutsche im . befestigten auf <unk> einem Land . Motorräder einer <unk> einer trägt auf Khakihosen , einem Nähe der in unterhalten beaufsichtigt . im melkt die die Rad einer einem und in <unk> in die , Oberteil eine Schnee Boden , . einem auf spielt einem Jungen und im . <unk> die der in einem einem ein . während bei sitzt Jeans die eine <unk> auf beim . singt seinem ob , schwarzen ihre Marathon Bühne , Bach spricht ihrem . einer sich und der geschäftigen einer belebte Hut Schal eine während sehr Schaufenster einer . zwei der T-Shirt Mauer <unk>","black a restaurant together legs bike girl front fountain pants , wall a the is a a one using with car roof a tool a a . some . a his a a of . khaki two evil or in into and <unk> the lake egg street in cartwheel gray drinking bed room its their that deer a through with of game city or an camouflage costume a festival rural . is by trimming China parking a train while . is and shirt fleece <unk> <unk> symphony other instrument on been walking , jacket in laughing coat small talking . and . bench Chinese in the make . in down hat green beret another a shop in . two his a wall eat",<unk> People walking in a sidewalk in a a of a crowd . . . . . . . . . . . .
"spielt Bank Tisch . Hinterbeinen Treppe mit in , auf Tag eine Straßenmarkt entlang weg Mädchen um eines . Maul Fahnen einer oder blau-weißen ihren um weißen . unbefestigten ein etwas kauert während Hügel des vor einen sich eine Hintergrund ein <unk> eine im grauen Glas lässt einem dessen ihrem sich um und Bibliothek . ihres während Club einem auf öffentlichen beobachtet Feuerwerk Schnee . Haare seinem China Parkplatz Raum Zug seine einem auf stellt Gäste Skulptur Übung seinem Üben in Computer er die Westen Schritte im lachen während entlang vor Mann Bank viele verbringen Straße Stadt Haustür Straße verkauft . Sonnenbrille eine großen an unbefestigten anderen Straße , . etwas","hat bench at . to . in of while holding sunny in display sidewalk running girl bus in a a . , trumpet in blue living motorcycles white four dirt pillow a pants girls clothing standing front a blue a deep with blue rally white in vest out with with sharp home has . black a their her with . party elephant t in boy with area counting another his . lot room to his sitting jeans serving jacket routine on practicing . and his hit around black is the with is creek to her , . a street some front a is and , person very window a other phone bicycle . at",<unk> A large dog jumping jumping around a water while a man wearing a black t and shirt and a . . . . . .
"auf . . , hinunter einem einer während einem unterwegs Wand in und vom , in in im ist Trompete <unk> Schirm Lebensunterhalt einen Schürze Straße Kissen am auf ihnen und Wassers einer Pilz vor Menschenmenge . braunes . in Sand Weste . ein Raum scharfe Haus hoch ein einem geschoben <unk> der oder Elefanten einer Bereich , . <unk> Bruder . und voll hält Band Auftritt dem seine in . und Schlitten . ein . geschlagen in und . Winter mit zwei Publikum und und Schilder Zeit . eine . entlang Fleisch , andere Tiger . Straße Frauen . der zu","is . a reach a a a a day a of talking away , . white <unk> tennis flags . his and in . apron flat road . lake crouches watch holds near of mushroom jeans crowd snow mountains apron . attempting the and of his music teeth . piled top library mouths living the in ride - a sitting smoke . change boy brother with filled stop band on , guests sculpting as his . singing computer is in vests practicing winter a on an husband watching room . kind of busy selling yellow sunglasses walks large . dirt women on reflecting a",<unk> A man with orange pants is holding rope rope a rope . boat . . . . . . . . . .
"einer um . Hut Großstadt ein Boot , <unk> einem telefonieren Netz stehen einen Weiß Wasser das . bedient . zu Wagen steht . Himmel einem zwei hält am kleinen zu einem . Tier Weiß . und Bein mit Zähne . um Reh roten . . Schiri bei bereit schwarzen . der . die einen mit . spielt . Gehweg Leiter einem <unk> von Mikrofon <unk> einer Hemden . einem andere bei ihrem sehen auf miteinander Art . an einen Person , und . auf essen","playing table dangling hat bar man rope attempting <unk> glasses on from are , . ball attached right white her stands screen pointing on them an the a . converse . . in is a sand black a leg equipment . up and . open room ref a . shirt public on and . . 's a with . plays the sets at . she sled into . lying a and her . tent the audience and a . of a street meat scarf , by tiger road . the off <unk>","<unk> Two men are on to a bright , , to to some the a lake . the lake . . . . . . . ."
"Trompete an am . Mann . um . asiatischen dabei . neben Bus , Auto mit verdienen . vor . umgestürzten Mädchen dabei Strand <unk> beißen Bekleidungsgeschäft . einen einer seitlich Musikausrüstung . die zu Rock neben einer . E-Gitarre auf Haare blau Menschen . und auf Restaurant dadurch zwei . wäre kalten mit Zelt Männer einer Kind zu <unk> . <unk> einer gelben vorbeigeht der zeigt einem .","a . flowers on and in . to color at their the standing play in , hand umbrella country in computers something a from axe water small outside the milking layup . cap glass over speak high a . . by costume playing area a fireworks head man people . sidewalk up a <unk> by a on cold white moves in phone at child boat political house . on . a . laying and street a concession",<unk> A man is on a and a a a a . . . . . . . . . . .
". <unk> Strand mit ein Land . einem zu spielen bereit der . einem Baumstamm vom eine . steht . . Korbleger schwarzen <unk> . <unk> streicheln <unk> ihnen Party . einer schneidet gekleideten . hackt . . das Hunden , , weißem im mit <unk> , , . <unk> belebten Schal . auf in Fahrrad","trumpet . the grill a catch . a phones net on lacrosse his the , . . front . out fallen the while . shack clothing background a while plays . the with around red them . a . wall hair in . chopping his restaurant the two microphone the winter - . the while a taking go statement . a yellow on pointing . store stand",<unk> A vendor is in a air of a a in a Asian country country . a Asian country . . . . . . .
"Blumen . einem paar . Baum steigen Lacrosse für rechten Wandgemälde . Strand Axt , versucht Mütze . seines . jemandem im . Mauer . Mann etwas Publikum gezogen liegt winterlichen Kragen Hintergrund Schürzen . die wie abzugeben Straße und dem Richtung sitzt",". beach . black some street . . the on mouth car while of in tree beach standing , store . brown the an side each the skirt about black . . a something ladder . audience dogs . ground environment collared background two <unk> a by in busy scarf the toward window .",<unk> Two people with white shirts are walking the sidewalk and . . . . . . . . . . . .
"<unk> schwarzen Fische . . auf den Hand . aus . ist und spielt Hauses mit Begriff sitzt , Gelbes . . vor Umgebung trommelt . lachen einen ein . . eine Boden Horizont ,",". T fish market floor a is holding a the trunk . on as . animal other electric . other front is to electric blue yellow . . . in shirts . other show stroll . a street , ground the .",<unk> The little girl with the green is is running away from the . . . . . . . . . . .
. T-Shirt im einem Start ein dabei von die <unk> <unk> der ist . der auf <unk> herumlaufen . . Spaziergang Boot <unk> liegt . spiegelt,- on in next field ready the mural sky . a viewed . in bass . door shaking drop guitar outfit on front are men . by busy . and . horizon,<unk> Artist artist painting painting painting . . . . . . . . . . . . . .
"und See Sportplatz der <unk> zusehen oben andere . hat Faust , an einem <unk> beim vorüberfährt Jacke . sich",shirt the an to . to mask . . hill from red . of her the . is a of playing in the city a .,"<unk> Two Asian children , one boy and a girl , standing by by a tree . . tree . . . . . . tree . ."
"einer zu . <unk> , . durch in . . den der Brett auf Parkplatz . . in",and lake Asian a take in . above defends his fist puck leaning board some drums aprons parking . plaid,<unk> People in line line ready to a a bus . . . . . . . . . . . .
Weste fangen . während ein Rot Puck Vorderseite neben dem machen einer,vest . country tree off his through . house at . against beside junk . laugh lot jacket,"<unk> Two teams , one in in and one in white , are , on a field . . . . . . . . ."
danebensteht . er <unk> verteidigt zu seines sich Boden . Schaufensterscheibe,stands . . for left wire . somebody the her . . . .,<unk> A woman with a yellow helmet is using a a . . . . . . . . . . . . .
. in zu . werfen Autos . . .,nearby the hand mesh . front .,<unk> A black swimming swimming with a water with a tennis ball in its mouth . . . . . . . . . .
der sehen . lehnt,". rally , . of",<unk> Three men are in a dark car car . . . . . . . . . . . .
linken . .,. in his,<unk> Construction a bathtub on on the roof and the the car ready the the the the . . the . . . .
Hand,a car,<unk> A man in a blue shirt is on trumpet . . . . . . . . . . . .
die,mid .,"<unk> A male worker in in a USA or or hand , holding while while holding a right hand . left hand . left the left hand hand . ."
Maske,-,<unk> Lots of people at a fountain under a stand umbrella . . . . . . . . . . .
hält,lower,<unk> A woman sewing to her her her . her . . . . . . . . . . .
.,or,<unk> Street are racing goods goods the table . . . . . . . . . . . .
,lower,<unk> Three men stand near a cart near a cart . . . . . . . . . . . .
,,<unk> An old man sits on a lap with the lap . . . . . . . . .
Ein Drei Schwarze Ein Mann Eine Ein Einige Die Zwei Eine Ein Zwei Zwei Ein Eine Zwei Eine Ein Viele Ein Zwei Ein Ein Ein Zwei Ein Eine Eine Arbeitskraft Ein Ein Ein Ein Straßenszene Mehrere Eine Eine Eine Ein Eine Frauen Eine Eine Polizist Ein Zwei Zwei Eine Ein Drei Ein Zwei Eine Ein Die Das Ein Der Ein Ein Fotografen Mann Menschen Das Ein Da Ein Zwei Ein Ein Zwei Eine Eine Eine Da Menschen Blick Ein Ein Eine Ein Eine Eine Eine Ein Viele Zwei Ein Ein Ein Der Fünf Zwei Eine Menschen Zwei Eine Eine Ein Vier Mehrere Ein Ein Ein Zwei Eine Eine Eine Ein Eine Ein Zwei Ein Viele Viele Ein Zwei Eine Menschen Ein Ein Ein Menschen Ein Eine Ein,An Three Black A Man A A Several The Two An A Two Two A A Two A A Many A Two A A A Two A A A <unk> A A A A Street Several A A A A A Women A A <unk> A Two Two There A Three A Two A A The The A The A A Photographers Man People The A There A Two An A Two A A A There People A A A A A A A A A A Two A A A The Five Two A People Two A A A Four Several An Shirtless A Two A A A A An A Two A Many Many A Two A People A A A People A A A,<unk> A African American man wearing a brown hat suit suit and sunglasses is standing on brick a brick wall . . . . .
Afroamerikaner Männer Menschen Mann in Gruppe Hund Menschen drei Menschen ältere Baseballspieler Frauen Männer Mann Frau Frauen Menschenmenge kleiner Menschen Mann Menschen Militär Mann Mann Männer Mädchen Person fitte an Mann <unk> Mann Mann mit weiß <unk> Frau Gruppe kleines Frau in Frau Frau <unk> Mann junge Mädchen junge Mann Frauen Baby Männer farbenfrohe Mann Frau Bild fröhlicher Mann Mann <unk> machen und nehmen Mädchen Mann ist <unk> ganz indischer gut Männer Frau Frau Frau sind probieren in Mädchen Mann Frau Mann Dame Person Gruppe Mann Menschen Menschen schwarzer Herr Mann Mann Männer <unk> Gruppe auf Mädchen Frau junge Mann Männer Männer ungepflegter Mann Mann Männer Frau Person Frau Mann afroamerikanische Mann Männer Mann weiß Menschen Paar Frauen Gruppe verrichten Mann barfüßiger Paar in <unk> Frau Paar,African men people man in group dog people three people elderly baseball women men man woman women crowd young people man people military man man men girl person fit <unk> man youth man man scene performers white woman group small woman in woman woman wrestle man young girls is man women baby men colorful man women image man man man man at and attending girl man is helmeted women indian well men woman woman woman are trying view girl man woman man lady person group man lot people black gentleman man man men <unk> group on girls woman young man men men unkempt male man men lady person woman man African man men man people people couple women group landscaping balding barefoot couple in tattoo woman couple,<unk> Three men are talking in front of a old in front of a old . . . . . . . . .
"mit unterhalten sind und einem von springt stehen Kinder stehen Frau wirbelt in rauchen in in sitzen steht Junge haben in sitzen hält schiebt mit unterhalten mit steht junge einem sitzt , trägt mit einer gekleidete Dame sitzt von asiatisches und ethnischer spricht grillt mit in Männer spielen Frau und rennen sitzt blicken Parade mit hält zeigt Mann mit geht gekleideter eine Frau an und mit eine Radfahrer in Mann <unk> sitzen mit in mit viele das eine mit in wird in in mit von in in in Mann kommt in ist , , von der sind in Frau und in stehen , mit mit tragen mit fährt in überlegt Frau lümmelt , und gekleidete haben sitzt in von <unk> mit Junge und einem trägt steht geht","American are are and a of is standing children stand woman player in smoking in in sitting <unk> boy are in sitting man is holding converse with is young worker sits football holds in of dressed blond sitting of Asian and ethnic talks is one in men playing a and run sitting are parade in is shows picks in is wearing a woman a and wearing a biker dressed man built sitting in is in many out of with in being in in with of in of in man coming in has all , of the are in woman and dressed standing frowning <unk> wearing wearing in rides in in - slouched , and in have sits in of and man boy and a artist standing walks",<unk> People people are gathered a food to food food food . . . . . . . . .
"einem sich in zwei Anzug weiß in auf befinden vor verwendet Staub blauen außerhalb einem einem auf am trägt sich einem auf eine Sessel einem sich geschminktem neben Frau Limonadenstand an bei ein einer blonden Darsteller mit auf Menschen Mädchen vier Kleidung über <unk> einem einem in mit mit eine barfuß auf auf , einer den das hebt dem neben Mann <unk> in einem der Schwimmbrille grün fliegt Weiß geht Schwarzer im einem <unk> schwarzem Menschen Essen Straße blauen einem auf einem einer langem <unk> einem Sommerkleidung einfarbigen mit aus Anzug auf die von vier Straße nass Weiß in eine T-Shirts auf <unk> freiem Kopfhörern Sombreros lilafarbenem auf Gelb in sitzt auf von eine Menschen sich auf gepunkteten Mädchen und beginnender mit zwei Laden <unk> neben einen","man talking at two suit people jumping on are in using kicks blue outside a a in near carries gathered a on holding pushing a near face standing woman setting at game a an blond in lady on people girl four clothing to barbecuing man a in on young woman barefoot on looking led a holding the up the walking olive site in <unk> boy goggles young flying in walks black outside a rollerblading a people foods a blue a entertained a a long beach a people full , out a fallen of one four street wet white in woman in on old doing headphones sombrero a a yellow his American in one a a gathered on spotted girls gardening in with two produce applying next down",<unk> A man and two children cross a street . . . . . . . . .
